"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Solar  [MW] Intraday / BZN|IE(SEM)","Generation - Solar  [MW] Current / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Offshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Current / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Onshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Current / BZN|IE(SEM)"
"09.01.2021 09:00 - 09.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","648","n/e","n/e"
"09.01.2021 10:00 - 09.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","703","n/e","n/e"
"09.01.2021 11:00 - 09.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","717","n/e","n/e"
"09.01.2021 12:00 - 09.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","714","n/e","n/e"
"09.01.2021 13:00 - 09.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","709","n/e","n/e"
"09.01.2021 14:00 - 09.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","702","n/e","n/e"
"09.01.2021 15:00 - 09.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","692","n/e","n/e"
"09.01.2021 16:00 - 09.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","693","n/e","n/e"
"09.01.2021 17:00 - 09.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","724","n/e","n/e"
"09.01.2021 18:00 - 09.01.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","768","n/e","n/e"
"09.01.2021 19:00 - 09.01.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","809","n/e","n/e"
"09.01.2021 20:00 - 09.01.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","844","n/e","n/e"
"09.01.2021 21:00 - 09.01.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","881","n/e","n/e"
"09.01.2021 22:00 - 09.01.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","917","n/e","n/e"
"09.01.2021 23:00 - 10.01.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","950","n/e","n/e"
"10.01.2021 00:00 - 10.01.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","856","n/e","n/e"
"10.01.2021 01:00 - 10.01.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","880","n/e","n/e"
"10.01.2021 02:00 - 10.01.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","910","n/e","n/e"
"10.01.2021 03:00 - 10.01.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","952","n/e","n/e"
"10.01.2021 04:00 - 10.01.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","998","n/e","n/e"
"10.01.2021 05:00 - 10.01.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1059","n/e","n/e"
"10.01.2021 06:00 - 10.01.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1126","n/e","n/e"
"10.01.2021 07:00 - 10.01.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1186","n/e","n/e"
"10.01.2021 08:00 - 10.01.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1249","n/e","n/e"
"10.01.2021 09:00 - 10.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1331","n/e","n/e"
"10.01.2021 10:00 - 10.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1410","n/e","n/e"
"10.01.2021 11:00 - 10.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1461","n/e","n/e"
"10.01.2021 12:00 - 10.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1475","n/e","n/e"
"10.01.2021 13:00 - 10.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1485","n/e","n/e"
"10.01.2021 14:00 - 10.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","1497","n/e","n/e"
"10.01.2021 15:00 - 10.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","1530","n/e","n/e"
"10.01.2021 16:00 - 10.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1577","n/e","n/e"
"10.01.2021 17:00 - 10.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1615","n/e","n/e"
"10.01.2021 18:00 - 10.01.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1658","n/e","n/e"
"10.01.2021 19:00 - 10.01.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1699","n/e","n/e"
"10.01.2021 20:00 - 10.01.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1736","n/e","n/e"
"10.01.2021 21:00 - 10.01.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1779","n/e","n/e"
"10.01.2021 22:00 - 10.01.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1813","n/e","n/e"
"10.01.2021 23:00 - 11.01.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1863","n/e","n/e"
"11.01.2021 00:00 - 11.01.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","2425","n/e","n/e"
"11.01.2021 01:00 - 11.01.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","2598","n/e","n/e"
"11.01.2021 02:00 - 11.01.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","2782","n/e","n/e"
"11.01.2021 03:00 - 11.01.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","2972","n/e","n/e"
"11.01.2021 04:00 - 11.01.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","3161","n/e","n/e"
"11.01.2021 05:00 - 11.01.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","3367","n/e","n/e"
"11.01.2021 06:00 - 11.01.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","3556","n/e","n/e"
"11.01.2021 07:00 - 11.01.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","3678","n/e","n/e"
"11.01.2021 08:00 - 11.01.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","3724","n/e","n/e"
"11.01.2021 09:00 - 11.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","3715","n/e","n/e"
"11.01.2021 10:00 - 11.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","3666","n/e","n/e"
"11.01.2021 11:00 - 11.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","3586","n/e","n/e"
"11.01.2021 12:00 - 11.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","3496","n/e","n/e"
"11.01.2021 13:00 - 11.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","3409","n/e","n/e"
"11.01.2021 14:00 - 11.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","3307","n/e","n/e"
"11.01.2021 15:00 - 11.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","3163","n/e","n/e"
"11.01.2021 16:00 - 11.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","2959","n/e","n/e"
"11.01.2021 17:00 - 11.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","2738","n/e","n/e"
"11.01.2021 18:00 - 11.01.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","2558","n/e","n/e"
"11.01.2021 19:00 - 11.01.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","2389","n/e","n/e"
"11.01.2021 20:00 - 11.01.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","2189","n/e","n/e"
"11.01.2021 21:00 - 11.01.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1967","n/e","n/e"
"11.01.2021 22:00 - 11.01.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1752","n/e","n/e"
"11.01.2021 23:00 - 12.01.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1543","n/e","n/e"
"12.01.2021 00:00 - 12.01.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1572","n/e","n/e"
"12.01.2021 01:00 - 12.01.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1384","n/e","n/e"
"12.01.2021 02:00 - 12.01.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1260","n/e","n/e"
"12.01.2021 03:00 - 12.01.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1189","n/e","n/e"
"12.01.2021 04:00 - 12.01.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1158","n/e","n/e"
"12.01.2021 05:00 - 12.01.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1170","n/e","n/e"
"12.01.2021 06:00 - 12.01.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1174","n/e","n/e"
"12.01.2021 07:00 - 12.01.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1151","n/e","n/e"
"12.01.2021 08:00 - 12.01.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1101","n/e","n/e"
"12.01.2021 09:00 - 12.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1098","n/e","n/e"
"12.01.2021 10:00 - 12.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1096","n/e","n/e"
"12.01.2021 11:00 - 12.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1098","n/e","n/e"
"12.01.2021 12:00 - 12.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1114","n/e","n/e"
"12.01.2021 13:00 - 12.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1111","n/e","n/e"
"12.01.2021 14:00 - 12.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","1101","n/e","n/e"
"12.01.2021 15:00 - 12.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","1094","n/e","n/e"
"12.01.2021 16:00 - 12.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1091","n/e","n/e"
"12.01.2021 17:00 - 12.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1095","n/e","n/e"
"12.01.2021 18:00 - 12.01.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1104","n/e","n/e"
"12.01.2021 19:00 - 12.01.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1119","n/e","n/e"
"12.01.2021 20:00 - 12.01.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1137","n/e","n/e"
"12.01.2021 21:00 - 12.01.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1177","n/e","n/e"
"12.01.2021 22:00 - 12.01.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1252","n/e","n/e"
"12.01.2021 23:00 - 13.01.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1358","n/e","n/e"
"13.01.2021 00:00 - 13.01.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1551","n/e","n/e"
"13.01.2021 01:00 - 13.01.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1694","n/e","n/e"
"13.01.2021 02:00 - 13.01.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1830","n/e","n/e"
"13.01.2021 03:00 - 13.01.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1923","n/e","n/e"
"13.01.2021 04:00 - 13.01.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1974","n/e","n/e"
"13.01.2021 05:00 - 13.01.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","2025","n/e","n/e"
"13.01.2021 06:00 - 13.01.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","2068","n/e","n/e"
"13.01.2021 07:00 - 13.01.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","2085","n/e","n/e"
"13.01.2021 08:00 - 13.01.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","2084","n/e","n/e"
"13.01.2021 09:00 - 13.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","2092","n/e","n/e"
"13.01.2021 10:00 - 13.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","2114","n/e","n/e"
"13.01.2021 11:00 - 13.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","2126","n/e","n/e"
"13.01.2021 12:00 - 13.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","2117","n/e","n/e"
"13.01.2021 13:00 - 13.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","2081","n/e","n/e"
"13.01.2021 14:00 - 13.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","2016","n/e","n/e"
"13.01.2021 15:00 - 13.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","1933","n/e","n/e"
"13.01.2021 16:00 - 13.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1865","n/e","n/e"
"13.01.2021 17:00 - 13.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1807","n/e","n/e"
"13.01.2021 18:00 - 13.01.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1733","n/e","n/e"
"13.01.2021 19:00 - 13.01.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1590","n/e","n/e"
"13.01.2021 20:00 - 13.01.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1423","n/e","n/e"
"13.01.2021 21:00 - 13.01.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1318","n/e","n/e"
"13.01.2021 22:00 - 13.01.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1308","n/e","n/e"
"13.01.2021 23:00 - 14.01.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1390","n/e","n/e"
"14.01.2021 00:00 - 14.01.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1324","n/e","n/e"
"14.01.2021 01:00 - 14.01.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1537","n/e","n/e"
"14.01.2021 02:00 - 14.01.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1689","n/e","n/e"
"14.01.2021 03:00 - 14.01.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1731","n/e","n/e"
"14.01.2021 04:00 - 14.01.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1711","n/e","n/e"
"14.01.2021 05:00 - 14.01.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1658","n/e","n/e"
"14.01.2021 06:00 - 14.01.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1605","n/e","n/e"
"14.01.2021 07:00 - 14.01.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1551","n/e","n/e"
"14.01.2021 08:00 - 14.01.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1498","n/e","n/e"
"14.01.2021 09:00 - 14.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1407","n/e","n/e"
"14.01.2021 10:00 - 14.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1333","n/e","n/e"
"14.01.2021 11:00 - 14.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1247","n/e","n/e"
"14.01.2021 12:00 - 14.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1133","n/e","n/e"
"14.01.2021 13:00 - 14.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1019","n/e","n/e"
"14.01.2021 14:00 - 14.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","896","n/e","n/e"
"14.01.2021 15:00 - 14.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","757","n/e","n/e"
"14.01.2021 16:00 - 14.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","627","n/e","n/e"
"14.01.2021 17:00 - 14.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","528","n/e","n/e"
"14.01.2021 18:00 - 14.01.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","444","n/e","n/e"
"14.01.2021 19:00 - 14.01.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","365","n/e","n/e"
"14.01.2021 20:00 - 14.01.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","300","n/e","n/e"
"14.01.2021 21:00 - 14.01.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","245","n/e","n/e"
"14.01.2021 22:00 - 14.01.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","207","n/e","n/e"
"14.01.2021 23:00 - 15.01.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","182","n/e","n/e"
"15.01.2021 00:00 - 15.01.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","155","n/e","n/e"
"15.01.2021 01:00 - 15.01.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","206","n/e","n/e"
"15.01.2021 02:00 - 15.01.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","292","n/e","n/e"
"15.01.2021 03:00 - 15.01.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","419","n/e","n/e"
"15.01.2021 04:00 - 15.01.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","586","n/e","n/e"
"15.01.2021 05:00 - 15.01.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","758","n/e","n/e"
"15.01.2021 06:00 - 15.01.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","953","n/e","n/e"
"15.01.2021 07:00 - 15.01.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1186","n/e","n/e"
"15.01.2021 08:00 - 15.01.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1425","n/e","n/e"
"15.01.2021 09:00 - 15.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1665","n/e","n/e"
"15.01.2021 10:00 - 15.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1892","n/e","n/e"
"15.01.2021 11:00 - 15.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","2086","n/e","n/e"
"15.01.2021 12:00 - 15.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","2288","n/e","n/e"
"15.01.2021 13:00 - 15.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","2538","n/e","n/e"
"15.01.2021 14:00 - 15.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","2785","n/e","n/e"
"15.01.2021 15:00 - 15.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","3006","n/e","n/e"
"15.01.2021 16:00 - 15.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","3230","n/e","n/e"
"15.01.2021 17:00 - 15.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","3480","n/e","n/e"
"15.01.2021 18:00 - 15.01.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","3714","n/e","n/e"
"15.01.2021 19:00 - 15.01.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","3897","n/e","n/e"
"15.01.2021 20:00 - 15.01.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","4055","n/e","n/e"
"15.01.2021 21:00 - 15.01.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","4201","n/e","n/e"
"15.01.2021 22:00 - 15.01.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","4311","n/e","n/e"
"15.01.2021 23:00 - 16.01.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","4367","n/e","n/e"
"16.01.2021 00:00 - 16.01.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","4151","n/e","n/e"
"16.01.2021 01:00 - 16.01.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","3973","n/e","n/e"
"16.01.2021 02:00 - 16.01.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","3693","n/e","n/e"
"16.01.2021 03:00 - 16.01.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","3255","n/e","n/e"
"16.01.2021 04:00 - 16.01.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","2811","n/e","n/e"
"16.01.2021 05:00 - 16.01.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","2515","n/e","n/e"
"16.01.2021 06:00 - 16.01.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","2349","n/e","n/e"
"16.01.2021 07:00 - 16.01.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","2298","n/e","n/e"
"16.01.2021 08:00 - 16.01.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","2340","n/e","n/e"
"16.01.2021 09:00 - 16.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","2418","n/e","n/e"
"16.01.2021 10:00 - 16.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","2504","n/e","n/e"
"16.01.2021 11:00 - 16.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","2562","n/e","n/e"
"16.01.2021 12:00 - 16.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","2571","n/e","n/e"
"16.01.2021 13:00 - 16.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","2551","n/e","n/e"
"16.01.2021 14:00 - 16.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","2431","n/e","n/e"
"16.01.2021 15:00 - 16.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","2202","n/e","n/e"
"16.01.2021 16:00 - 16.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1925","n/e","n/e"
"16.01.2021 17:00 - 16.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1709","n/e","n/e"
"16.01.2021 18:00 - 16.01.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1611","n/e","n/e"
"16.01.2021 19:00 - 16.01.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1607","n/e","n/e"
"16.01.2021 20:00 - 16.01.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1665","n/e","n/e"
"16.01.2021 21:00 - 16.01.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1715","n/e","n/e"
"16.01.2021 22:00 - 16.01.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1748","n/e","n/e"
"16.01.2021 23:00 - 17.01.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1746","n/e","n/e"
"17.01.2021 00:00 - 17.01.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1493","n/e","n/e"
"17.01.2021 01:00 - 17.01.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1390","n/e","n/e"
"17.01.2021 02:00 - 17.01.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1265","n/e","n/e"
"17.01.2021 03:00 - 17.01.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1143","n/e","n/e"
"17.01.2021 04:00 - 17.01.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1020","n/e","n/e"
"17.01.2021 05:00 - 17.01.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","935","n/e","n/e"
"17.01.2021 06:00 - 17.01.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","890","n/e","n/e"
"17.01.2021 07:00 - 17.01.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","846","n/e","n/e"
"17.01.2021 08:00 - 17.01.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","832","n/e","n/e"
"17.01.2021 09:00 - 17.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","836","n/e","n/e"
"17.01.2021 10:00 - 17.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","840","n/e","n/e"
"17.01.2021 11:00 - 17.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","856","n/e","n/e"
"17.01.2021 12:00 - 17.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","850","n/e","n/e"
"17.01.2021 13:00 - 17.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","830","n/e","n/e"
"17.01.2021 14:00 - 17.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","803","n/e","n/e"
"17.01.2021 15:00 - 17.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","768","n/e","n/e"
"17.01.2021 16:00 - 17.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","748","n/e","n/e"
"17.01.2021 17:00 - 17.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","755","n/e","n/e"
"17.01.2021 18:00 - 17.01.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","777","n/e","n/e"
"17.01.2021 19:00 - 17.01.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","786","n/e","n/e"
"17.01.2021 20:00 - 17.01.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","793","n/e","n/e"
"17.01.2021 21:00 - 17.01.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","806","n/e","n/e"
"17.01.2021 22:00 - 17.01.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","819","n/e","n/e"
"17.01.2021 23:00 - 18.01.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","818","n/e","n/e"
"18.01.2021 00:00 - 18.01.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1354","n/e","n/e"
"18.01.2021 01:00 - 18.01.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1327","n/e","n/e"
"18.01.2021 02:00 - 18.01.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1279","n/e","n/e"
"18.01.2021 03:00 - 18.01.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1199","n/e","n/e"
"18.01.2021 04:00 - 18.01.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1104","n/e","n/e"
"18.01.2021 05:00 - 18.01.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1009","n/e","n/e"
"18.01.2021 06:00 - 18.01.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","934","n/e","n/e"
"18.01.2021 07:00 - 18.01.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","923","n/e","n/e"
"18.01.2021 08:00 - 18.01.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","941","n/e","n/e"
"18.01.2021 09:00 - 18.01.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","957","n/e","n/e"
"18.01.2021 10:00 - 18.01.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","955","n/e","n/e"
"18.01.2021 11:00 - 18.01.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","936","n/e","n/e"
"18.01.2021 12:00 - 18.01.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","910","n/e","n/e"
"18.01.2021 13:00 - 18.01.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","870","n/e","n/e"
"18.01.2021 14:00 - 18.01.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","809","n/e","n/e"
"18.01.2021 15:00 - 18.01.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","755","n/e","n/e"
"18.01.2021 16:00 - 18.01.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","757","n/e","n/e"
"18.01.2021 17:00 - 18.01.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","827","n/e","n/e"
